WORD	GENDER	LEMMA SYNONYM	INFLECTION	WORD CLASS	BASIC FORM	TRANSLATION NUMBER	RESTRICTION	SCIENTIFIC NAME	SAAMI	SAAMI TRANSLATION CASE OR FORM	WORD CLASS	EXPLANATION	TRANSLATION SYNONYM1	TRANSLATION SYNONYM2	TRANSLATION SYNONYM3	TRANSLATION SYNONYM4	TRANSLATION SYNONIM 5	TRANSLATION SYNONIM 6	SPANISH_EX_1	SAAMI_EX_1	SPANISH_EX_2	SAAMI_EX_2	SPANISH_EX_3	SAAMI_EX_3	SPANISH_EX_4	SAAMI_EX_4	SPANISH_EX_5	SAAMI_EX_5	SPANISH_EX_6	SAAMI_EX_6	SPANISH_EX_7	SAAMI_EX_7
adentro				Adv		2	Stáhtalaš/Estático		siste		Po		s: siskkabealde	s: siskkobealde					La bala está metida adentro.	Luođđa lea bisson goruda siste.												
adentro				Adv		3	Dynámalaš/Dinámico		guvlui		Po								Conduciendo hacia adentro de la isla, llegas a un lago.	Go vuoját sullo guvlui, de ollet jávregáddái.												
adentro				Adv		4	Dynámalaš/Dinámico		sisa		Po								Fue adentro de la casa	Son manai viesu sisa.												
adentro				Adv		5	Dynámalaš/Dinámico			Ill									Fue adentro de la casa	Son manai vissui.												
adhesión	F			N		1			searvan		N								España firma el protocolo de adhesión a la OTAN.	Spánija vuolláičállá NATO-searvama protokolla.												
adinerado	M,F			A		1			rikkis		A		s: jábálaš	s: ruhttii	s: buresbirgejeaddji				La gente adinerada vive en grandes casas.	Rikkes álbmot eallá stuorra visttiin.												
adivinación	F			N		1			árvádus		N																					
adivinanza	F			N		1			sátneárvádus		N								jugar a las adivinanzas	jearrat árvádusaid												
adjuntar			1a	V		1			bidjat mielddusin		VLc	TV	s: laktit	s: ovttastahttit					Le adjunto mi factura.	Mun bijan mielddusin iežan rehkega.												
adjunto	M,F			A		1			lassi		A		s: liige						Ver documento adjunto.	Geahča lassi dokumeantta.												
administrar justicia			1a	VLc		4	Juridihkka/Jurídico		dubmet		V	TV																				
adonde				Adv		4	Dynámalaš/Dinámico		gosa		Adv	Rel							El lugar adonde va es hermoso.	Báiki gosa son boahtá lea čáppat.												
adonde				Pron, Rel		1			gosa		Pron, Rel								El lugar adonde voy está muy lejos.	Báiki gosa mun vuolggán, lea mealgadis.												
adónde				Adv		1			gosa		Interr								¿Adónde vas?	Gosa vuolggát?												
adónde				Adv		2	Figuratiiva/Figurado		mii		Interr								¿Adónde quieres llegar?	Maid don oaivvildat?												
adónde				Interr		1			gosa		Interr								¿Adónde vas?	Gosa vuolggát?												
adónde				Interr		2	Figuratiiva/Figurado		mii		Interr								¿Adónde quieres llegar?	Maid don oaivvildat?												
adónde				Interr		4	Dynámalaš/Dinámico		gosa		Interr								¿Adónde vas?	Gosa (don) manat?												
adornar			1a	V		1			čiŋahit		V	TV	s: hervet						Ana adorna con flores la mesa del comedor.	Ana čiŋaha borranbeavddi liđiiguin.												
adornar			1a	V		2	Olbmuid, Olbmoattáldagaid		rámidit		V	TV	s: rámpot	s: rábmot					En su discurso, el alcalde adornó la paciencia de los maestros.	Sátnejođiheaddji rámidii sártnistis oahpaheddjiid gierdevašvuođa.												
adornarse			1a	V	adornar	3			čiŋadit		V	Prnl, ReflV																				
adulto	M,F			A		1			rávis-		A		s: olles-	s: ollesšattot					la edad adulta	rávisolbmo ahki	la edad adulta	ollesolbmo ahki										
adulto	M,F			N		2			rávisolmmoš		N		s: ollesolmmoš																			
afectar			1a	V		1			váikkuhit		V	TV	s: báidnit						La escasez de agua es un gran problema que afecta a nuestro planeta.	Čáhcevátnivuohta lea stuorra váttisvuohtan, mii váikkuha min almmigáhppálaga.												
afectar			1a	V		2			váivvidit		V	WObjPron, TV							Me afectan tus palabras.	Du sánit váivvidit mu.												
afeitar			1a	V		1			ráhket		V	TV	v: ráhkket	s: čuohppat	s: oanedit skávžžáid	s: beaskidit skávžžáid			Carlos afeita a su padre.	Carlos oaneda iežas áhči skávžžáid.												
afeitarse			1a	V	afeitar	2			ráhket iežas skávžžáid		VLc	Prnl, ReflV	v: ráhkket iežas skávžžáid						Carlos se afeita por las mañanas.	Carlos ráhke iežas skávžžáid iđđediid.												
afilado	M,F			A		1			bastil		A								dientes afilados	bastilis bánit												
afilador	M,F			N		1	Olmmoš		niibesaddji		N																					
afilador	M			N		2	Ávnnas		sadjinávnnas		N		s: dávžžan	s: heaidna	s: saján																	
afilar			1a	V		1			sadjit		V	TV	s: dávžat	s: heidnet	s: čohkat																	
afilarse			1a	V	afilar	2	Gorutlahttu		čohkat iežas		VLc	Prnl, ReflV							El gato se afila las uñas.	bussá čohká iežas gaccaid.												
afortunadamente				Adv		1			lihkus		Adv																					
afuera				Adv		1	Dynámalaš/Dinámico		olggos		Adv								Voy afuera.	Mun boađán olggos.												
afuera				Adv		3	Stáhtalaš/Estático		olgun		Adv		s: olggobealde	s: olggobeale					Afuera nos espera Antonio.	Antonio vuordá min olgun.	Élla está afuera.	Son lea olgun.										
afueras	F			N		1			ravdaguovllut		N	Use: Pl	s: ravda-oasit						El concierto es a las afueras de la ciudad.	Konsearta lea gávpoga ravdaguovlluin.												
agenda	F			N		1			beaivegirji		N																					
agotamiento	M			N		1			váiban		N		s: viessan						Las personas pueden llegar a morir de agotamiento.	Olbmot sáhttet jápmit váibamis.												
agotamiento de los pastos	M			NLc		2			doldašuvvan eana(n)		NLc		s: guorba eana(n)						Todavía no se ha llegado al agotamiento de los pastos.	Ii leat velá gártan doldašuvvan eana(n).												
agotamiento del agua	M			NLc		3			čáhcevátnivuohta		NLc		s: goikkádat	s: čázehis dilli					El agotamiento del agua hizo que los animales desaparecieran.	Čáhcevátnivuohta dagahii, ahte eallit goiket.												
agotar			1a	V		1			gurret		V	TV	s: sálket						Los chicos han agotado los refrescos.	Mánát leat gurren máihlejuhkosiid.	agotar los platos	sálket beavddi lihtiid										
agotar			1a	V		2			váibadit		V	TV							En el torneo de Guovdageaidnu, Jovnna agotó a su reno de carreras.	Guovdageainnu heargegilvovuodjin Jovnna váibadii iežas hearggi.												
agotarse			1a	V	agotar	3			nohkat		V	PassV, 3per							La carne se ha agotado.	Biergu lea nohkan.	Se me ha agotado la paciencia.	Mu gierdevašvuohta lea nohkan.										
agotarse			1a	V	agotar	4			váibat		V	Prnl, IV							Corrieron tanto que se agotaron.	Sii vihke nu ollu ahte váibe.												
agradable	M/F			A		1			bures heivehuvvon		ALc								La temperatura es muy agradable para cultivar uvas.	Temperatuvra lea bures heivehuvvon šaddadit viidnamurjjid.												
agradable	M/F			A		2			heivvolaš		A		s: vuogas						un sabor agradable	heivvolaš máistu												
agradecer			2d	V		1			giitit		V	TV							agradecer un regalo	giitit attáldagas	Te lo agradezco mucho.	Mun giittán du ollu.										
agradecer			2d	V		2			gártat giitevaš		V	Imp, 3per, Sg	s: illudit						Cuando hace tanto calor, se agradece un poco de aire.	Go lea nie báhkka, de don gárttat giitevaš čoaskasiin.	Cuando tienes hambre se agradece cualquier comida.	Go dus lea nealgi, de don illudat vaikko makkár borramušain.										
agregar			1h	V		1			lasihit		V	TV							Antes de servir, agregue sal y pimienta.	Ovdal go buvttát (borramuša) beavdái, de lasit sáltti ja bihppora.												
agregar			1h	V		2			mielddustit		V	TV	s: lasihit						He agregado un párrafo al texto.	Mun lean mielddustan paragráfa tekstii.												
agregarse		s: sumarse	1h	V	agregar	3			searvat čoahkkima jovkui		VLc	Prnl, IV							Los representantes del Partido del Pueblo Sami se agregaron a la reunión.	Sámiálbmot Bellodaga áirasat serve čoahkkima jovkui.												
agua	F			N		1			čáhci		N																					
agua corriente	F			NLc		3			golgi čáhci		NLc																					
agua gorda	F			NLc		5			kálkás čáhci		NLc																					
agua potable	F			NLc		2			juhkančáhci		N																					
aguante	M			N		1			gierdevašvuohta		N																					
aguar			1a	V		1			sehkket čáziin		VLc	TV							Ahorran mucho dinero aguando el vino.	Sestet ollu ruđa go sehkkejit viidnii čázi.												
aguar			1a	V	aguar	2	Feasta		gaskkalduvvat		V	TV	s: muosehuhttit	s: ráfehuhttit					aguar la fiesta	muosehuhttit feastta												
aguarse			1a	V	aguar	3	Mális, liepma		čáhcenjaddit		V	PassV, 3per	s: čáhccejuvvot	s: leat veahtas					El caldo se ha aguado demasiado.	Liepma čáhcenjaddá meareheamet.	El caldo se ha aguado demasiado.	Liepma lea meareheamet čáhccejuvvon.										
aguas	F			N	agua	4			dulvečáhci		N	Use: Pl							Después de la tormenta, las aguas volvieron a su cauce.	Stoarpma maŋŋil čáhci čuovvola ovddeš oali.												
aguas mayores	F			NLc	agua	7	Olmmoš		baikkat		N	Saam, Span: Pl																				
aguas menores	F			NLc	agua	6	Olmmoš		gožža		N	Use: Pl	v: gužža	s: cissa																		
aguas termales	F			NLc	agua	5			báhkkahávdaga čáhci		NLc	Use: Pl																				
águila	F			N		1		aquila	goaskin		N	Sg: el +																				
águila pescadora	F			NLc		2		pandion haliaetus	čiekčá		N	Sg: el +	s: mearragoaskin																			
agujero	M			N		1			ráigi		N								agujero nasal	njunneráigi												
agujetas	F			N		1			boatkoluvvan		N	UseAlw: Pl																				
aguzar			1f	V		1			sadjit		V	TV	s: heidnet						aguzar un cuchillo	sadjit niibbi												
aguzar			1f	V		2			čohkat		V	TV							aguzar un lápiz	čohkat ladjočálana												
aguzar			1f	V		3	Áicu		geahččat dárkilit		VLc	TV	s: gaivát	s: gávkat																		
aguzar el oído			1f	VLc		4			bealljeskaddarastit		V	TV																				
ahí				Adv		1	Stáhtalaš/Estático		das		Adv								El libro está ahí.	Girji lea das.												
ahí				Adv		2	Dynámalaš/Dinámico		dasa		Adv		s: diesa						El perro se ha sentado ahí.	Beana lea gorjjodan dasa.												
ahora				Adv		1			dál		Adv		v: dal																			
ahora		s: en la actualidad		Adv		2			dálá-áiggi		Adv		s: dáláš	s: dánáigásaččat																		
ahora mismo		s: justo ahora		AdvLc		3			aiddo dál		AdvLc		s: dakkaviđe	s: dállánaga																		
ahorrar			1a	V		1			seastit		V	TV	s: duohččat	s: duddet	s: cuhcit				Ahorro dinero para que podamos viajar.	Mun seasttán ruđa vai mii sáhttit mátkkoštit.												
ahorrar			1a	V		2			seastit		V	TV, + en							Esa familia ahorra mucho en comida.	Dát joavku seastá ollu borramuša.												
ahorrar			1a	V		3			beastit		V	TV, WObjPron	s: gádjut	s: árpmihit					Como no tenemos tiempo, os voy a ahorrar los preliminares.	Go mis ii leat dilli, de mun áiggun gádjut álgodoaibmabijuid.												
ahorrar			1a	V		4	Gussa- ja eará šibitdoaluin		lasihit		VLc	TV	s: cegget ealu																			
ahorrarse			1a	V	ahorrar	5			seastit		V	Prnl, TV							Puedes ahorrarte tanto sufrimiento.	Don sáhtát seastit gillámuša.												
ahorro	M			N		1			seastin		N		s: duohččan																			
ahorros	M			N	ahorro	2	Ruđaid ektui		seastinruđat		N	Use: Pl																				
ahumado	M,F			A		1			suovastuvvon		A																					
ahumado	M,F			A		2			suovas-		Attr								arenque ahumado	suovassallit	pechuga de ganso ahumada	suovasčuotnjága raddi										
ahumar			1a	V		1	Guoli, bierggu		suovastuhttit		V	TV																				
aire	M			N		1			áibmu		N																					
aire	M			N		2			áibmogeardi		N																					
aire	M			N		3	Musihkka/Música		šuokŋa		N																					
aire acondicionado	M			NLc		2			áibmomolsun		N																					
aislado	M,F			A		1			sirren		A		s: sierranan																			
aislamiento	M			N		1			isolašuvdna		N		s: sierru	s: sierraneapmi					Cuba ha sufrido durante muchos años el aislamiento económico.	Cuba lea gillán máŋga jagi ekonomalaš isolašuvnnas.												
aislar			1a	V		1			sirret		V	TV																				
aislarse			1a	V	aislar	2			sierranit		V	Prnl, ReflV																				
ajedrez	M			N		1			šáhkka		N																					
ajo	M			N		1			vilgeslávki		N																					
al				CC		19			go		CC	+ Inf							Comete errores al hablar.	Son dahká boastot, go hállá.	Al no tener dinero, ha vuelto a casa de su padre.	Go sus ii leat ruhta, de lea jorggihan iežas áhči ruktui.	Al pensar en ello, me entristezco.	Go mun smiehtan dás, de mun ahkádušan.	Leeré el libro al volver.	Logan girjji, go mun boađán.						
al				CC		20				Ger									Comete errores al hablar.	Son dahká boastot háladettiin.	Leeré el libro al volver.	Logan girjji jorggihettiinan.										
al	M,F			CtArt		16				Acc									Abrió la puerta al director.	Son rabai direktovrra uvssa.												
al	M,F			CtArt		17				Loc									Quitamos las cerillas al niño.	Mii válddiimet riššaid gánddas.												
al	M,F			CtArt		18	Báiki/Lugar			Ill									Subió al tren.	Manai togii.												
al aire libre				AdvLc		6			olgun		AdvLc		s: olggu ovddas	s: áimmu ovddas	s: buhtes áimmu	s: ilmmi ovddas																
al atardecer				AdvLc		2			veaigin		Adv																					
al cabo de				AdvLc		2	Áigi/Tiempo		maŋŋá		Adv, Po								al cabo de unos meses	moadde mánu maŋŋá	al cabo de poco tiempo	bottu maŋŋá										
al día siguiente				AdvLc		14			čuovvovaš beaivvi		AdvLc																					
al fin y al cabo				AdvLc		3			eandalii		Adv								Al fin y al cabo tenemos que hacerlo.	Eandalii mii fertet dán dahkat.												
al fin y al cabo				AdvLc		6			loahpa loahpas		AdvLc		s: loahpalaččat						Calla, al fin y a cabo no tienes razón.	Oro jaska, loahpa loahpas dus ii leat riekta.												
al frente (de)				AdvLc		6			njunnožis		Adv								El líder es el que está al frente del grupo.	Hoavda lea olmmoš, gii lea joavkku njunnožis.												
al igual que				CC		3			seamma go		A								Mis intenciones, al igual que las tuyas, son buenas.	Min áigumušat leat seamma buorit go din.												
al lado				AdvLc		13	Dynámalaš/Dinámico		-beallái		Adv								Viajaremos mañana al lado finlandés.	Mii mátkkoštat ihttin suomabeallái.												
al lado de				AdvLc		8	Stáhtalaš/Estático		guoras		Po		s: bálddas						Al lado de la iglesia está la oficina de correos.	Girku guoras lea boastakántuvra.	El chico está al lado de la chica.	Gánda lea nieidda bálddas.										
al lado de				AdvLc		9	Dynámalaš/Dinámico		báldii		Po		s: gurrii						He aparcado al lado de la iglesia.	Lean bisánan girku gurrii.	El chico se ha sentado al lado de la chica.	Gánda lea čohkkedan nieidda báldii.										
al lado de				AdvLc		10				Loc									Me caliento al lado del fuego.	Mun liegganan dollagáttis.												
al lado de				AdvLc		11			fárrolagaid		Adv		s: fárrolaga						Caminan uno al lado del otro.	Soai vázziba fárrolagaid.												
al poco				AdvLc		2			veaháš maŋŋá		AdvLc								Se entristeció profundamente y al poco murió.	Son šlunddui sakka ja veaháš maŋŋá jámii.												
alargado	M,F			A		1			guhkedáleš		A								Anna tiene la cara alargada.	Ánnes lea guhkedáleš ámadadju.												
alargar			1h	V		1			guhkedit		V	TV																				
alargar			1h	V		2	Áigi		guhkedit		V	TV	s: maŋidit						La administración ha alargado el plazo de entrega de los proyectos.	Hálddahus lea guhkedan prošeavttaid áigemeari.												
alargar			1h	V		3	Sturrodat		guhkedit		V	TV							Tengo que alargar la cadena para llegar hasta el árbol.	Ferten guhkedit láhkkiid vai ollet murrii.												
alargar			1h	V		4	Áigi		guhkkut		V	IV							Los días alargan en marzo.	Beaivvit guhkkot njukčamánus.												
alargar el oído			1h	VLc		6	Go dát mii lea gullon ii leat almmolaš		guldalit áicilvuođain		VLc	TV	s: bealljeskaddarastit																			
alargar la vista			1h	VLc		5	Go dát mii lea gehččon ii leat almmolaš		geahččat áicilvuođain		VLc	TV	s: geahččat dárkilit	s: dárkot																		
alargarse			1h	V	alargar	7	Áigi ja sturrodat		guhkkut		V	Prnl, IV							Las semanas se alargan cuando hay poco que hacer.	Vahkut guhkkot, go unnán lea dahkat.												
alargarse			1h	V	alargar	8			fanahallat		V	Prnl, IV	v: vanahallat						El gato se alarga cuando bosteza.	Bussá fanahallá go gávastallá.												
alarmante	M/F			A		1			balddihahtti		A		s: suorggahahtti						La alarmante contaminación preocupa a los expertos.	Balddihahtti nuoskkideapmi váivvida áššedovdiid.												
alcalde	M			N		1			sátnejođiheaddji		N																					
alcaldesa	F			N		1			sátnejođiheaddji		N		s: nisson sátnejođiheaddji																			
alcanzar			1f	V		1			olahit		V	TV	s: ollet						Ahora es posible alcanzar el Polo Norte como turista.	Dálá-áiggi lea vejolaš olahit Davvipovlii mátkkošteaddjin.	Habían alcanzado un nivel tecnológico muy avanzado.	Sii ledje ollen hui alla teknologálaš dási.										
alcanzar			1f	V		2			juksat		V	TV	v: joksat	s: nagadit					Corriendo, es difícil alcanzar a Pedro.	Viegadettiin lea váttis juksat Pedro.	Como no he vivido en Pekín, no alcanzo a imaginar tanta gente junta.	Go in leat orron Pekingas, de in nagat miellagovahallat nu ollu olbmuid čoahkisin.										
alcanzar			1f	V		3	Buorremenolašvuođa sátni/Uso cortés		addit		V	TV, WObjPron	s: geiget						Por favor ¿me alcanzas la sal?	Sáhtášit go leat nu buorre, ahte geiget munnje sálttiid?												
alcanzar			1f	V		4			bistit		V	IV	s: juoksut	s: leat doarvái	s: leat nohkka				El agua alcanza para otros tres días.	Čáhci bistá golbma jándora.												
alcanzarse			1f	V	alcanzar	5			juvssahallat		V	Prnl, RecV	v: jovssahallat	s: duohpat nuppi					Los dos equipos corrieron hasta alcanzarse en el centro del campo.	Diet guokte joavkku vihke dassá, go juvssahalle guovdo gietti.												
