WORD	GENDER	LEMMA SYNONYM	INFLECTION	WORD CLASS	BASIC WORD	TRANSLATION NUMBER	RESTRICTION	SCIENTIFIC NAME	SAAMI	SAAMI TRANSLATION CASE OR FORM	WORD CLASS	EXPLANATION	TRANS SYNON1	TRANS SYNON2	TRANS SYNON3	TRANS SYNON4	TRANS SYNON5	TRANS SYNON6	SPANISH_EX_1	SAAMI_EX_1	SPANISH_EX_2	SAAMI_EX_2	SPANISH_EX_3	SAAMI_EX_3	SPANISH_EX_4	SAAMI_EX_4	SPANISH_EX_5	SAAMI_EX_5	SPANISH_EX_6	SAAMI_EX_6	SPANISH_EX_7	SAAMI_EX_7
afilarse			1a	V		5	Gorutlahttu		čohkat iežas		VLc	Prnl, ReflV							El gato se afila las uñas.	bussá čohká iežas gaccaid.												
afortunadamente				Adv		1			lihkus		Adv																					
afuera				Adv		1	Dinámico		olggos		Adv								Voy afuera.	Mun boađán olggos.												
afuera				Adv		2	Estático		olgun		Adv								Afuera nos espera Antonio.	Antonio vuordá min olgun.	Ella está afuera.	Son lea olgun.										
afuera				Adv		3	Estático		olggobealde		Adv																					
afuera				Adv		4	Estático		olggobeale		Adv																					
de afuera				Adv		1	Dinámico		olgun		Adv								Vengo de afuera.	Mun boađán olgun sisa.												
afueras	F			N		1			ravdaguovllut		N	Use: Pl							El concierto es a las afueras de la ciudad.	Konsearta lea gávpoga ravdaguovlluin.												
afueras	F			N		2			ravdaoasit		N	Use: Pl																				
agenda	F			N		1			beaivegirji		N																					
agosto	M			N		1			borgemánnu		N																					
agotamiento	M			N		1			váiban		N								Las personas pueden llegar a morir de agotamiento.	Olbmot sáhttet jápmit váibamis.												
agotamiento	M			N		2			viessan		N																					
agotamiento de los pastos	M			NLc		1			doldašuvvan eanan		NLc								Todavía no se ha llegado al agotamiento de los pastos.	Ii leat velá gártan doldašuvvan eanan.												
agotamiento de los pastos	M			NLc		2			guorba eanan		NLc																					
agotamiento del agua	M			NLc		1			čáhcevátnivuohta		NLc								El agotamiento del agua hizo que los animales desaparecieran.	Čáhcevátnivuohta dagahii, ahte eallit goiket.												
agotamiento del agua	M			NLc		2			goikkádat		N																					
agotamiento del agua	M			NLc		3			čázehis dilli		NLc																					
agotar			1a	V		1			gurret		V	TV							Los chicos han agotado los refrescos.	Mánát leat gurren máihlejuhkosiid.												
agotar			1a	V		2			sálket		V	TV							agotar los platos	sálket beavddi lihtiid												
agotar			1a	V		3			váibadit		V	TV							En el torneo de Guovdageaidnu, Jovnna agotó a su reno de carreras.	Guovdageainnu heargegilvovuodjin Jovnna váibadii iežas hearggi.												
agotarse			1a	V		4			nohkat		V	PassV, 3per							La carne se ha agotado.	Biergu lea nohkan.	Se me ha agotado la paciencia.	Mu gierdevašvuohta lea nohkan.										
agotarse			1a	V		5			váibat		V	Prnl, IV							Corrieron tanto que se agotaron.	Sii vihke nu ollu ahte váibe.												
agradable	M/F			A		1			bures heivehuvvon		ALc								La temperatura es muy agradable para cultivar uvas.	Temperatuvra lea bures heivehuvvon šaddadit viidnamurjjiid.												
agradable	M/F			A		2			heivvolaš		A								un sabor agradable	heivvolaš máistu												
agradable	M/F			A		3			vuogas		A																					
agradecer			2d	V		1			giitit		V	TV							agradecer un regalo	giitit attáldagas	Te lo agradezco mucho.	Mun giittán du ollu.										
agradecer			2d	V		2			gártat giitevaš		VLc	Imp, 3per, Sg							Cuando hace tanto calor, se agradece un poco de aire.	Go lea nie báhkka, de don gárttat giitevaš čoaskásiin.												
agradecer			2d	V		3			illudit		V	Imp, 3per, Sg							Cuando tienes hambre se agradece cualquier comida.	Go dus lea nealgi, de don illudat vaikko makkár borramušain.												
agregar			1h	V		1			lasihit		V	TV							Antes de servir, agregue sal y pimienta.	Ovdal go buvttát borramuša beavdái, de lasit sáltti ja bihppora.												
agregar			1h	V		2			mielddustit		V	TV							He agregado un párrafo al texto.	Mun lean mielddustan paragráfa tekstii.												
agregarse			1h	V		3			searvat čoahkkima jovkui		VLc	Prnl, IV							Los representantes del Partido del Pueblo Sami se agregaron a la reunión.	Sámiálbmot Bellodaga áirasat serve čoahkkima jovkui.												
agua	F			N		1			čáhci		N																					
agua corriente	F			NLc		1			golgi čáhci		NLc																					
agua gorda	F			NLc		1			kálkás čáhci		NLc																					
agua potable	F			NLc		1			juhkančáhci		N																					
dar el agua			1r	VLc		1			golggahit čázi		VLc	TV																				
aguante	M			N		1			gierdevašvuohta		N																					
aguar			1a	V		1			sehkket čáziin		VLc	TV							Ahorran mucho dinero aguando el vino.	Sestet ollu ruđa go sehkkejit viidnii čázi.												
aguar			1a	V		2	Figuratiiva, Feasta		gaskkalduvvat		V	TV							aguar la fiesta	gaskkalduvvat feastta												
aguar			1a	V		3	Figuratiiva, Feasta		muosehuhttit		V	TV																				
aguarse			1a	V		4	Mális, liepma		čáhcenjaddit		V	PassV, 3per							El caldo se ha aguado demasiado.	Liepma čáhcenjaddá meareheamet.												
aguarse			1a	V		5	Mális, liepma		čáhccejuvvot		V																					
aguas mayores	F			NLc		1	De las personas		baikkat		N	Pl																				
aguas menores	F			NLc		1	De las personas		gožža		N	Pl																				
aguas menores	F			NLc		2	De las personas		cissa		N	Pl																				
aguas termales	F			NLc		1			báhkkahávdaga čáhci		NLc	Pl																				
águila	F			N		1		aquila	goaskin		N	Sg: el +																				
águila pescadora	F			NLc		1		pandion haliaetus	čiekčá		N	Sg: el +																				
águila pescadora	F			NLc		2		pandion haliaetus	mearragoaskin		N	Sg: el +																				
aguja	F			N		1	De coser		nállu		N																					
aguja	F			N		2	Del reloj		viisár		N																					
agujero	M			N		1			ráigi		N								agujero nasal	njunneráigi												
agujetas	F			N		1			boatkuluvvan		N	UseAlw: Pl																				
tener agujetas			2l	VLc		1			boatkuluvvat		V	IV																				
aguzar			1f	V		1			sadjit		V	TV							aguzar un cuchillo	sadjit niibbi												
aguzar			1f	V		2			heidnet		V	TV																				
aguzar			1f	V		3			čohkat		V	TV							aguzar un lápiz	čohkat ladjočálána												
aguzar la vista			1f	V		1	Áicu		geahččat dárkilit		VLc	TV																				
aguzar la vista			1f	V		2			gaivát		V	TV																				
aguzar la vista			1f	V		3			gávkat		V	TV																				
aguzar el oído			1f	VLc		1			bealljeskaddarastit		V	TV																				
ahí				Adv		1	Estático		das		Adv								El libro está ahí.	Girji lea das.												
ahí				Adv		2	Dinámico		dasa		Adv								El perro se ha sentado ahí.	Beana lea gorjjodan dasa.												
ahí				Adv		3	Dinámico		diesa		Adv																					
por ahí				AdvLc		1			dohko		Adv								El autobús pasa por ahí.	Busse vuodjá dohko.												
por ahí				AdvLc		2			dasa																							
ahora				Adv		1			dál		Adv																					
ahora				Adv		2	Hoy en día		dálááiggi		Adv																					
ahora				Adv		3	Hoy en día		dáláš		Adv																					
ahora				Adv		4	Hoy en día		dánáigásaččat		Adv																					
ahora mismo				AdvLc		1			aiddo dál		AdvLc																					
ahora mismo				AdvLc		2			dállánaga		Adv																					
ahora mismo				AdvLc		3			dakkaviđe		Adv																					
ahorrar			1a	V		1			seastit		V	TV							Ahorro dinero para que podamos viajar.	Mun seasttán ruđa vai mii sáhttit mátkkoštit.												
ahorrar			1a	V		2			duohččat		V	TV																				
ahorrar			1a	V		3			duddet		V	TV																				
ahorrar			1a	V		4			cuhcit		V	TV																				
ahorrar			1a	V		5			seastit		V	TV, + en							Esa familia ahorra mucho en comida.	Dát joavku seastá ollu borramuša.												
ahorrar			1a	V		6			beastit		V	TV, WObjPron							Como no tenemos tiempo, os voy a ahorrar los preliminares.	Go mis ii leat dilli, de mun áiggun beastit álgodoaibmabijuid.												
ahorrar			1a	V		7			gádjut		V	TV, WObjPron							Como no tenemos tiempo, os voy a ahorrar los preliminares.	Go mis ii leat dilli, de mun áiggun gádjut álgodoaibmabijuid.												
ahorrar			1a	V		8	Gussa- ja eará šibitdoaluin  / Añadir ganado		lasihit		VLc	TV																				
ahorrarse			1a	V		9			seastit		V	Prnl, UseTV							Puedes ahorrarte tanto sufrimiento.	Don sáhtát seastit gillámuša.												
ahorro	M			N		1			seastin		N																					
ahorro	M			N		2			duohččan		N																					
ahorros	M			N		1			seastinruđat		N	Use: Pl																				
ahumado	M,F			A		1			suovastuvvon		A																					
ahumado	M,F			A		2			suovas-		Attr								arenque ahumado	suovassallit	pechuga de ganso ahumada	suovasčuotnjága raddi										
ahumar			1a	V		1	El pescado, la carne		suovastuhttit		V	TV																				
aire	M			N		1			áibmu		N																					
aire	M			N		2			áibmogeardi		N																					
aire	M			N		3	Música		šuokŋa		N																					
aire acondicionado	M			NLc		1			áibmomolsun		N																					
al aire libre				AdvLc		1			olgun		Adv																					
al aire libre				AdvLc		2			olggu ovddas		AdvLc																					
al aire libre				AdvLc		3			áimmu ovddas		AdvLc																					
al aire libre				AdvLc		4			ilmmi ovddas		AdvLc																					
darse un aire a			1r	VLc		1	Olbmot, gárvvut		sulastahttit		V	Prnl, IV							Gabriel se da un aire a su vecino.	Gabriel sulastahttá iežas siidaguoimmi.												
darse un aire a			1r	VLc		2	Olbmot, gárvvut		leat sullalagaid		VLc	Prnl, IV																				
saltar por los aires			1a	VLc		1			bávkkehit		V	IV							El coche saltó por los aires.	Biila bávkkehii.												
tomar el aire			1a	VLc		1			buhtes áimmu vuoigŋat		VLc	TV																				
tomar el aire			1a	VLc		2			buhtes ilmmi vuoigŋat		VLc	TV																				
tomar el aire			1a	VLc		3			dearvvas ilmmi vuoigŋat		VLc	TV																				
tomar el aire			1a	VLc		4	Pasear		váccašit		V	TV																				
tomar el aire			1a	VLc		5	Pasear		vádjolit		V	TV																				
tomar el aire			1a	VLc		6	Pasear		fitnat váccašeamen		VLc	TV																				
aislado	M,F			A		1			sirren		A																					
aislado	M,F			A		2			sierranan		A																					
aislamiento	M			N		1			isolašuvdna		N								Cuba ha sufrido durante muchos años el aislamiento económico.	Cuba lea gillán máŋga jagi ekonomalaš isolašuvnnas.												
aislamiento	M			N		2			sierru		N																					
aislamiento	M			N		3			sierraneapmi		N																					
aislar			1a	V		1			sirret		V	TV																				
aislarse			1a	V		2			sierranit		V	Prnl, ReflV																				
ajedrez	M			N		1			šáhkka		N																					
ajo	M			N		1			vilgeslávki		N																					
diente de ajo	M			NLc		1			vilgeslávkkebihttá		N																					
estar en el ajo			1p	VLc		1	Go ášši ii leat almmolaš, Beaivválaš giella		dovdát		VLc	IV																				
estar en el ajo			1p	VLc		2			leat diđolaš		V	IV																				
estar en el ajo			1p	VLc		3			áicat		V	IV																				
al				CC		1			go		CC	+ Inf							Comete errores al hablar.	Son dahká boastut, go hállá.	Al no tener dinero, ha vuelto a casa de su padre.	Go sus ii leat ruhta, de lea jorggihan iežas áhči ruktui.	Al pensar en ello, me entristezco.	Go mun smiehtan dás, de mun ahkádušan.	Leeré el libro al volver.	Logan girjji, go mun boađán.						
al				CC		2			Usar: Gerundio										Comete errores al hablar.	Son dahká boastut háladettiin.	Leeré el libro al volver.	Logan girjji jorggihettiinan.										
al	M,F			CtArt		1			Usar: Acusativo										Abrió la puerta al director.	Son rabai direktevrra uvssa.												
al	M,F			CtArt		2			Usar: Locativo										Quitamos las cerillas al niño.	Mii válddiimet riššaid gánddas.												
al	M,F			CtArt		3	Lugar / Báíki		Usar: Ilativo										Subió al tren.	Manai togii.												
ala	F			N		1			soadji		N																					
ala	F			N		2	De un edificio		huksenossodat		N																					
ala	F			N		3	De un edificio		ossodat		N																					
alargado	M,F			A		1			guhkedáleš		A								Anna tiene la cara alargada.	Ánnes lea guhkedáleš ámadadju.												
alargar			1h	V		1			guhkidit		V	TV							Tengo que alargar la cadena para llegar hasta el árbol.	Ferten guhkidit láhkkiid vai ollet murrii.												
alargar			1h	V		2	Tiempo / Áigi		guhkidit		V	TV							La administración ha alargado el plazo de entrega de los proyectos.	Hálddahus lea guhkidan prošeavttaid áigemeari.												
alargar			1h	V		3	Tiempo / Áigi		maŋidit		V	TV																				
alargar			1h	V		4	Tiempo / Áigi		guhkkut		V	IV							Los días alargan en marzo.	Beaivvit guhkkot njukčamánus.												
alargarse			1h	V		5			guhkkut		V	Prnl, IV							Las semanas se alargan cuando hay poco que hacer.	Vahkut guhkkot, go unnán lea dahkat.												
alargarse			1h	V		6			fanahallat		V	Prnl, IV							El gato se alarga cuando bosteza.	Bussá fanahallá go gávastallá.												
alargar el oído			1h	VLc		1	Go dát mii lea gullon ii leat almmolaš		guldalit áicilvuođain		VLc	TV																				
alargar el oído			1h	VLc		2	Go dát mii lea gullon ii leat almmolaš		bealljeskaddarastit		V	TV																				
alargar la vista			1h	VLc		1	Go dát mii lea gehččon ii leat almmolaš		geahččat áicilvuođain		VLc	TV																				
alargar la vista			1h	VLc		2			geahččat dárkilit		VLc	TV																				
alargar la vista			1h	VLc		3			dárkot		V	TV																				
alarmante	M/F			A		1			balddihahtti		A								La alarmante contaminación preocupa a los expertos.	Balddihahtti nuoskkideapmi váivvida áššedovdiid.												
alarmante	M/F			A		2			suorggahahtti		A																					
alborotar			1a	V		1			moivváskit		V	TV, IV																				
alboroto	M			N		1			moivi		N																					
alcalde	M			N		1			sátnejođiheaddji		N																					
alcaldesa	F			N		1			sátnejođiheaddji		N																					
alcaldesa	F			N		2			nisson sátnejođiheaddji		NLc																					
alcanzar			1f	V		1			olahit		V	TV							Ahora es posible alcanzar el Polo Norte como turista.	Dálááiggi lea vejolaš olahit Davvipovlii mátkkošteaddjin.												
alcanzar			1f	V		2			ollet		V	TV							Habían alcanzado un nivel tecnológico muy avanzado.	Sii ledje ollen hui alla teknologalaš dási.												
alcanzar			1f	V		3			juksat		V	TV							Corriendo, es difícil alcanzar a Pedro.	Viegadettiin lea váttis juksat Pedro.												
alcanzar			1f	V		4			joksat		V	TV																				
alcanzar			1f	V		5			nagadit		V	TV							Como no he vivido en Pekín, no alcanzo a imaginar tanta gente junta.	Go in leat orron Pekingas, de in nagat miellagovahallat nu ollu olbmuid čoahkisin.												
alcanzar			1f	V		6			geiget		V	TV, WObjPron							Por favor ¿me alcanzas la sal?	Sáhtášit go leat nu buorre, ahte geiget munnje sálttiid?												
alcanzar			1f	V		7			addit		V	TV, WObjPron							Por favor ¿me alcanzas la sal?	Sáhtášit go leat nu buorre, ahte addit munnje sálttiid?												
alcanzar			1f	V		8	Ser suficiente		bistit		V	IV							El agua alcanza para otros tres días.	Čáhci bistá golbma jándora.												
alcanzar			1f	V		9	Ser suficiente		juoksut		V	IV																				
alcanzar			1f	V		10	Ser suficiente		leat doarvái		VLc	IV																				
alcanzar			1f	V		11	Ser suficiente		leat nohkka		VLc	IV																				
alcanzarse			1f	V		12			juvssahallat		V	Prnl, RecV							Los dos equipos corrieron hasta alcanzarse en el centro del campo.	Diet guokte joavkku vihke dassá, go juvssahalle guovdu gietti.												
